지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
192,진주,2020-06-30,22.7,19.4,2233,26.7,1323,,.5,108,1.5,18,2.1,13.5,250,1409,7.5,250,1410,2.9,2470,250,18.2,56,1410,77,20.9,989.6,998.5,2249,988.2,413,993,14.5,8.7,1200,3.69,26.48,,,,,,5.6,3.5,24.9,17.2,,,,,,,,,,5.1,7.3,,,
192,진주,2020-07-01,22.3,18.6,503,27.5,1325,,,,,,,5.6,180,1606,2.5,180,1608,.8,659,290,17.8,52,1251,77.4,20.4,1000.9,1008.9,2315,998.3,2,1004.4,14.5,6.2,1000,2.82,18.61,,,,,,5.8,5,25.1,16.7,,,,,,,,,,2.8,4,,,
192,진주,2020-07-02,21.6,16.5,533,27.1,1608,,,,,,,4,90,1745,2.3,90,1619,.6,498,110,18.1,63,1749,81.4,20.8,1008,1013.7,2138,1008.7,1,1011.5,14.5,5.8,900,2.28,15.12,,,,,,8.3,4.3,24.6,15,,,,,,,,,,1.7,2.5,0,,
192,진주,2020-07-03,19.5,18.1,318,21.3,945,,1.4,2014,5.9,2014,10.4,4,290,2016,1.9,320,1942,.8,696,340,18,82,950,91.4,20.6,1007.4,1013.5,7,1008.3,1856,1010.9,14.5,0,1200,.91,4.98,,,,,,9.3,8.4,21.9,17.5,,,,,,,,,,.8,1.1,10.4,,
192,진주,2020-07-04,21.1,17.2,459,25.1,1514,,,,,,,4.2,360,903,2,180,1740,.5,467,180,18.2,63,1517,84.5,20.9,1003.9,1009.1,1,1006.4,1457,1007.3,14.5,1.1,1000,1.72,13.16,,,,,,8.3,7.5,23.7,17.2,,,,,,,,,,2.1,3,,,
192,진주,2020-07-05,22.2,19.3,114,27.1,1510,,,,,,,4.8,160,1544,2.1,230,1422,.5,411,200,19.1,62,1524,83.8,22.1,1001.6,1007.4,15,1002.8,1829,1005,14.5,4,1300,2.75,16.67,,,,,,8.5,7.5,25.1,18.1,,,,,,,,,,2.7,3.8,,,
192,진주,2020-07-06,22,18.9,414,24,1220,,0,,0,,0,3.4,140,1911,1.4,340,933,.3,230,160,20.7,82,1222,92.8,24.5,998.6,1003.4,3,1001.1,920,1002,14.4,0,1200,.79,5.14,,,,,,9.3,8.8,23.4,18.2,,,,,,,,,,1.1,1.6,0,,
192,진주,2020-07-07,24.6,21.8,2238,30.1,1220,,,,,,,6.4,180,1334,3,200,1533,1,821,160,21.7,62,1222,84.9,25.9,1000.6,1005.1,832,1002.7,8,1004,14.4,9.6,1100,3.3,24.76,,,,,,5,3.5,28.9,21.1,,,,,,,,,,4.5,6.5,,,
192,진주,2020-07-08,24.9,20.8,446,30.2,1317,,,,,,,5.5,270,1619,2.7,250,1634,.9,782,200,20.9,54,1321,80.3,24.7,1001.4,1006.2,2308,1003.4,1540,1004.9,14.4,9.4,1100,3.5,23.96,,,,,,5.8,1.9,29.8,19.2,,,,,,,,,,3.9,5.6,,,
192,진주,2020-07-09,22.6,18.8,451,27.3,1303,,1,2215,2,2155,2.6,5.8,90,1554,3.3,110,1547,1.1,964,110,20.8,70,1305,90.6,24.6,1001.5,1006,1,1003.8,1441,1005,14.4,.5,1200,1.7,9.32,,,,,,7.3,6.4,25.3,17.2,,,,,,,,,,1.6,2.3,61.5,,
192,진주,2020-07-10,23.9,21.7,524,28.7,1544,,5.6,823,15.6,326,62.6,4.9,110,1435,2.8,140,1430,1,902,90,22.3,72,1538,91.6,26.9,998,1004.5,1,999.5,1517,1001.5,14.4,3.7,1400,3.03,12.73,,,,,,9.2,,25.7,21.2,,,,,,,,,,2.4,3.5,3.7,,
192,진주,2020-07-11,24.7,21.7,2251,29.7,1350,,,,,,,5,70,1820,2.9,90,1826,1.1,921,110,22.3,70,1407,87.3,26.9,1003.5,1011.1,2337,1003,7,1006.9,14.4,2.9,1300,2.34,15.78,,,,,,,,26.8,21.9,,,,,,,,,,2.7,3.8,0,,
192,진주,2020-07-12,20.9,19.3,2331,22.1,739,,4.1,2311,15.1,2237,71,4,340,2259,2,90,1349,.9,785,110,20,88,747,95.1,23.4,1007.2,1012.7,1114,1008.6,2338,1010.7,14.4,0,1300,.6,4.07,,,,,,,,23.2,19.3,,,,,,,,,,.7,1,156.5,,
192,진주,2020-07-13,19.3,18.5,955,20.2,1301,,4.7,758,18.4,538,121.1,3.7,320,923,2.3,340,510,.6,515,360,19,96,1244,98.9,22,999.9,1008.7,1,1002,1717,1003.4,14.3,0,1200,.74,3.36,,,,,,8.3,,20.5,18.5,,,,,,,,,,.8,1.2,37.2,,
192,진주,2020-07-14,20.2,18.8,2240,23.1,1245,,.9,2136,2.5,2135,7.9,4.9,90,1502,2.7,90,1506,1,832,90,19.5,83,1139,96.3,22.6,999.3,1005.6,2225,1000.8,241,1002.8,14.3,0,1000,1.14,6.85,,,,,,7.9,7.3,22.2,19.5,,,,,,,,,,1.1,1.5,9.7,,
192,진주,2020-07-15,19.5,18.7,220,21.7,1504,,.5,1259,1.5,1232,7.5,3.1,90,1016,1.9,200,1558,.5,413,90,19,87,1509,97.8,22,1002.6,1007.7,2329,1004.7,237,1006.1,14.3,0,1400,1.55,6.36,,,,,,7.8,7.8,22.4,19.2,,,,,,,,,,1.2,1.7,4.1,,
192,진주,2020-07-16,22,18.2,2321,28.2,1601,,,,,,,5.3,180,1824,2.8,200,1807,.8,662,20,18.6,50,1505,83.1,21.4,1003.9,1009.2,2337,1005.4,1723,1007.3,14.3,8.9,1100,3.79,24.37,,,,,,3.8,3,25.1,17.2,,,,,,,,,,4.1,5.9,,,
192,진주,2020-07-17,22.7,18.8,1,29.4,1535,,,,,,,5.6,180,1622,3.3,200,1610,.9,770,200,19.1,50,1538,81.9,22.1,1005.6,1010.6,2250,1007.6,1452,1009.1,14.3,8.9,1200,3.42,23.65,,,,,,5.8,4.5,25.8,18.2,,,,,,,,,,4.3,6.2,,,
192,진주,2020-07-18,22.1,18.7,245,25.7,1329,,,,,,,3.7,70,1139,2,140,1435,.7,635,110,19.2,64,1333,84.8,22.3,1006.6,1011.3,1001,1009,1748,1010.1,14.2,1.7,1100,2.04,13.39,,,,,,8.5,5.4,24.6,17.8,,,,,,,,,,2,2.9,4,,
192,진주,2020-07-19,23.3,20.7,32,26.2,1910,,1.7,842,4.1,810,6.6,6.5,160,2136,2.2,140,2143,.7,617,290,22.2,91,1520,94.1,26.9,1004.8,1010.6,1,1006.8,1725,1008.3,14.2,0,1400,.96,5.3,,,,,,9.6,9.4,24.4,20.8,,,,,,,,,,1,1.5,3,,
192,진주,2020-07-20,26.3,23.8,2355,30.2,1546,,.3,903,.3,902,.7,7.3,140,1413,2.8,160,1414,1.4,1220,160,24.1,73,1549,88,30,1004.4,1010.2,2359,1006.3,119,1007.8,14.2,4.2,1300,2.6,14.18,,,,,,8.9,7.6,27.5,23.7,,,,,,,,,,2.7,3.9,8.6,,
192,진주,2020-07-21,25.2,22,527,29.6,1330,,2.5,159,7.1,152,8.3,5.4,200,1440,2.3,200,1444,.7,628,140,22.2,65,1345,84.4,26.8,1008.2,1012.7,935,1009.8,42,1011.7,14.2,6,1300,2.6,18.14,,,,,,9.1,7.3,28.2,21.6,,,,,,,,,,2.8,4,25.3,,
192,진주,2020-07-22,23.4,22.1,533,25.1,1112,,8.2,248,13.4,248,36.1,5,270,1238,2.1,270,1241,.5,423,90,22.5,87,1121,95.3,27.3,1006.7,1012.3,9,1008.7,1653,1010.2,14.2,0,1000,.94,5.43,,,,,,10,9.1,25.4,22.2,,,,,,,,,,1,1.4,16.1,,
192,진주,2020-07-23,22.5,21.7,1508,23.7,940,,13.5,2054,30.6,2037,102.8,7.4,110,1414,3.5,90,1752,1.2,1054,90,21.9,94,1215,96.8,26.2,1002.5,1010.9,719,999.1,2045,1006,14.1,0,1100,.47,2.75,,,,,,9.5,8.9,23.5,21,,,,,,,,,,.7,1.1,97.9,,
192,진주,2020-07-24,21.1,20,2306,22.7,53,,1.8,1602,4.6,1546,9.3,6.7,140,351,2.8,160,105,1.2,1007,90,19.8,83,608,92.5,23,994.5,999.1,1,997.1,1731,998,14.1,0,1200,.48,3.21,,,,,,7.7,6.3,22.2,19.7,,,,,,,,,,.7,1,8.9,,
192,진주,2020-07-25,21.6,19.8,301,24.5,1328,,1.1,1419,4.3,1418,5.2,3.4,160,1608,1.6,140,2345,.5,414,110,20.8,84,1314,95.6,24.6,999.2,1006.5,2357,999,1,1002.7,14.1,.1,1300,1.08,6.92,,,,,,5.3,5.1,23.1,19.7,,,,,,,,,,1.5,2.2,5.2,,
192,진주,2020-07-26,23.7,20.2,2356,28.8,1354,,,,,,,4.9,270,1115,2.5,250,1124,.9,808,160,20,56,1411,81.3,23.3,1004.3,1009.2,2246,1006.2,217,1007.7,14.1,10.8,1100,3.31,26.09,,,,,,7,3.1,27.6,20.2,,,,,,,,,,4.2,5.9,.1,,
192,진주,2020-07-27,22,19.7,138,25.2,1259,,4.6,1612,13.3,1608,41.4,3.7,250,644,1.7,230,647,.5,408,290,21.1,85,1009,94.9,25.1,1005.3,1009.9,1008,1007.9,1857,1008.8,14,0,1200,.92,4.72,,,,,,9.9,9,23.5,19.7,,,,,,,,,,1,1.5,53.3,,
192,진주,2020-07-28,24.4,22,203,28.9,1300,,2.8,202,7.3,244,21.9,4.8,160,1552,2.5,180,1557,.7,584,290,23.4,79,1348,94.9,28.9,1007.1,1012.7,2309,1008.3,147,1010.6,14,.7,1100,2.15,10.02,,,,,,9.4,8.3,26.4,22.2,,,,,,,,,,1.7,2.4,9.9,,
192,진주,2020-07-29,24.4,23.2,18,27.4,1140,,4.1,1258,13.9,1255,23.7,4.7,110,1521,2.5,140,1525,.4,361,290,23.6,88,1145,95.6,29.1,1009.8,1014.4,2305,1011.9,325,1013.3,14,.3,1100,1.36,6.66,,,,,,9.1,8.8,25.5,23.7,,,,,,,,,,1.4,2,23.8,,
192,진주,2020-07-30,24.6,21.8,1315,30.8,1139,,15.6,1233,40.1,1211,48.4,12.3,90,1201,4.5,70,1210,.8,684,140,23.4,73,1203,93.8,28.8,1011.1,1016.8,1237,1013.6,331,1014.5,14,3.2,1000,2.06,9.48,,,,,,7.7,6.3,25.9,22.2,,,,,,,,,,1.5,2.2,48.3,,
192,진주,2020-07-31,26.2,22.4,647,31.3,1447,,,,,,,3.9,160,2011,1.8,200,1605,.8,686,290,24,70,1458,88.3,29.8,1010.7,1016.2,734,1012.5,1702,1014.1,13.9,6.5,1400,2.83,18.24,,,,,,8.6,6.8,28.8,22.6,,,,,,,,,,3.1,4.4,,,
192,진주,2020-08-01,26.6,23.3,244,31.1,1159,,,,,,,6.4,200,1551,2.9,270,1158,.9,813,180,23.6,61,1201,85.1,29.2,1008.7,1013.5,747,1010.4,1834,1012.1,13.9,5.9,1100,2.94,18.52,,,,,,8.6,4.5,28.1,23,,,,,,,,,,3.4,4.9,,,
192,진주,2020-08-02,27.4,24.5,345,31.4,1244,,,,,,,8.4,250,1256,4.2,250,1257,1.3,1140,160,24.4,64,1254,84.6,30.6,1007.1,1011.8,30,1009,1758,1010.5,13.9,5.3,1200,3.01,17.79,,,,,,8.3,5,28.7,23.5,,,,,,,,,,3.3,4.7,,,
192,진주,2020-08-03,27.2,24.7,2351,30.4,1357,,,,,,,7.7,140,1006,2.5,180,1818,1.2,1058,180,24.4,74,1452,84.9,30.5,1007.4,1011.8,2327,1010.1,550,1010.8,13.9,2.4,1400,2,14.3,,,,,,7.9,3.9,29,23.6,,,,,,,,,,2.7,3.8,,,
192,진주,2020-08-04,27.4,23.2,437,31.2,1425,,,,,,,7.2,180,1506,3,180,1416,1,906,180,24.6,72,1320,85.8,31,1009.7,1014.9,2352,1011.6,154,1013.2,13.8,8.3,1300,3.06,21.08,,,,,,5.8,2.3,29.4,22.3,,,,,,,,,,3.6,5.1,,,
192,진주,2020-08-05,27.1,24.3,248,29.5,1229,,5,2058,14,2019,26.6,7.2,90,1815,2.8,160,1223,1.1,962,180,25.3,82,1243,90.4,32.3,1009.9,1014.9,1,1011.5,2344,1013.3,13.8,2.3,1200,2.16,12.96,,,,,,8.6,3.9,28.3,23.6,,,,,,,,,,2.2,3.1,29.7,,
192,진주,2020-08-06,26.9,25.8,1228,27.8,846,,2.6,1208,6.7,1152,11.8,9,230,704,3.7,270,643,1.6,1406,250,24.9,80,922,89.3,31.5,1005.4,1011.5,1,1007.3,1618,1008.8,13.8,.2,1300,1.09,5.83,,,,,,9,8.4,27.3,25.5,,,,,,,,,,1.1,1.6,36.9,,
192,진주,2020-08-07,25.4,23.4,2228,27.3,939,,10.5,806,18,746,90.3,6.6,270,601,2.7,320,605,.8,674,140,24.4,84,1143,95,30.6,1003.6,1009,1,1004.7,2359,1007,13.7,0,900,1.11,4.13,,,,,,10,8.6,26.1,23.8,,,,,,,,,,.8,1.2,149.9,,
192,진주,2020-08-08,25.3,23.6,307,26.3,1046,,15.1,139,53.7,58,107.5,9.2,290,127,3.6,270,128,1.1,932,160,24.3,89,2048,94.4,30.4,1001.2,1006.7,2310,1003.5,548,1004.6,13.7,0,1000,.59,2.83,,,,,,9.4,8.6,25.3,23.7,,,,,,,,,,1.1,1.6,20.2,,
192,진주,2020-08-09,27.4,24.3,244,30.6,1424,,.4,22,.5,20,1.1,9.8,180,1556,3.3,160,1137,1.6,1382,180,24.4,72,1431,84.6,30.6,1002.8,1006.9,2358,1005.4,1749,1006.2,13.7,9.2,1100,3.01,21.88,,,,,,6.3,4,28.7,24,,,,,,,,,,3.6,5.1,37.4,,
192,진주,2020-08-10,25.8,24.7,2109,28,1051,,8.9,613,21.3,606,68.9,6.9,110,1126,3.1,140,1032,1.2,999,110,25,86,1054,95.3,31.6,1001.6,1007.7,2317,1000.3,1533,1005,13.6,0,900,.87,4.73,,,,,,8.8,8.4,26.5,24.7,,,,,,,,,,1.3,1.8,32.1,,
192,진주,2020-08-11,26.5,25.5,1621,29.8,1113,,4.4,1328,16.2,1251,21.9,6.4,140,1023,3.1,250,1200,1.2,1011,160,24.6,76,1116,89.8,30.9,1007.5,1013.1,2140,1007.6,201,1010.9,13.6,3,900,2.18,9.37,,,,,,8,7.1,27.3,24.1,,,,,,,,,,1.6,2.2,22.1,,
192,진주,2020-08-12,27.8,25.6,439,30.9,1433,,1,1236,1,,1.8,6.8,270,1719,2.9,250,1855,1,905,90,25.6,78,1434,88.6,32.9,1009.8,1014.4,1038,1012.4,1706,1013.2,13.6,3.1,1400,2.24,12.22,,,,,,7.4,5,28.7,24.5,,,,,,,,,,2.3,3.2,1.6,,
192,진주,2020-08-13,28,24.2,531,32.7,1536,,,,,,,7,250,1037,3.1,250,1230,1.2,1002,160,25,68,1522,84.5,31.7,1007.7,1013.4,10,1008.8,1820,1011.1,13.6,8.3,1000,2.72,20.7,,,,,,4.8,4.3,29.8,24,,,,,,,,,,3.9,5.6,,,
192,진주,2020-08-14,28.7,26.1,223,32.2,1242,,,,,,,8.3,140,1501,3,200,1520,1.5,1302,160,25.3,69,1247,82.5,32.3,1004.6,1009.4,1,1006.3,1523,1008,13.5,12.1,1200,3.1,22.83,,,,,,4.8,1.9,31.3,24.7,,,,,,,,,,4.3,6.1,,,
192,진주,2020-08-15,29.2,25.3,555,34.5,1510,,,,,,,6.2,270,1513,3.1,160,1732,1.3,1121,160,25,58,1548,79.4,31.7,1006.2,1011.4,2234,1008.3,227,1009.6,13.5,12.5,1200,3.29,25.5,,,,,,3.4,0,32.4,24.5,,,,,,,,,,4.7,6.8,,,
192,진주,2020-08-16,28.4,23.2,540,33.3,1357,,,,,,,6.7,140,1327,3.6,110,1335,1,892,160,24.7,62,1147,81.5,31.1,1008.1,1012.6,739,1009.8,1610,1011.5,13.5,11.3,1200,3.21,25.36,,,,,,3.8,.6,31.9,22.2,,,,,,,,,,4.5,6.4,,,
192,진주,2020-08-17,28.3,24.5,304,34.8,1619,,,,,,,3.9,200,1900,2,200,136,.8,704,200,24.3,49,1549,81.3,30.5,1009.8,1014.7,835,1011.9,1639,1013.2,13.4,10.1,1200,3.37,25.08,,,,,,3.4,1.1,31.9,23.5,,,,,,,,,,4.8,6.8,,,
192,진주,2020-08-18,28.5,23.5,518,35,1526,,,,,,,4.1,250,1759,2.3,230,1847,.9,735,250,24.2,50,1557,79.5,30.2,1008.9,1014.4,658,1010.2,1819,1012.3,13.4,12.2,1200,3.4,25.53,,,,,,.8,.4,32.8,22.3,,,,,,,,,,4.8,6.9,,,
192,진주,2020-08-19,28.3,23,559,35.2,1411,,,,,,,3.9,140,1622,2.2,200,1452,.7,602,270,23.6,44,1428,78.5,29.2,1007.2,1012.2,724,1008.3,1813,1010.6,13.4,12.3,1200,3.38,25.98,,,,,,1.1,0,32.6,21.7,,,,,,,,,,5,7.2,,,
192,진주,2020-08-20,28.4,22.6,619,35.7,1453,,,,,,,5.6,180,1637,2.7,180,1637,.8,727,270,23.5,47,1528,77.4,28.9,1008.4,1013.6,2357,1009.9,1517,1011.8,13.3,12.3,1200,3.38,25.89,,,,,,.8,0,32.9,21.1,,,,,,,,,,4.8,6.8,,,
192,진주,2020-08-21,27.5,23.3,511,32.9,1634,,,,,,,4.1,230,1842,2.2,200,1831,.9,777,180,23.6,58,1509,80.8,29.1,1010.6,1015.3,930,1012.5,1804,1014,13.3,8.2,1300,3.13,21.78,,,,,,3.5,3,35.3,22.2,,,,,,,,,,4,5.8,,,
192,진주,2020-08-22,26.7,23.7,2337,30.8,1410,,,,,,,4.6,360,1035,2.3,90,1141,.8,706,180,22.6,61,1412,79.1,27.4,1009.1,1014.7,755,1010.4,1852,1012.5,13.3,4.1,1400,2.04,14.2,,,,,,8.4,6.4,34,23,,,,,,,,,,2.6,3.8,,,
192,진주,2020-08-23,26.6,22.8,445,32.2,1400,,,,,,,5.2,140,1611,2.5,110,1249,.8,653,90,22.4,55,1402,79.5,27.1,1005,1010.8,1,1006.4,1542,1008.4,13.2,8.4,1300,3.28,19.55,,,,,,6.6,4.8,33.2,22,,,,,,,,,,3.6,5.1,,,
192,진주,2020-08-24,27.1,22.7,410,33.2,1608,,,,,,,5.3,180,1246,2.4,180,1201,.8,730,180,22.8,54,1229,79.1,27.8,1002.8,1008,11,1004.2,1502,1006.1,13.2,11.5,1200,3.28,23.42,,,,,,4,1.1,36.7,22,,,,,,,,,,4.4,6.3,,,
192,진주,2020-08-25,28,22.2,503,34.1,1510,,0,,0,,0,6.7,110,1606,3.5,110,1608,1,842,110,23.4,52,1607,77.8,28.8,1002.1,1006.6,2250,1004.3,1727,1005.5,13.2,10.5,1000,2.78,20.38,,,,,,5.3,2.9,24.8,21,,,,,,,,,,4.1,5.9,0,,
192,진주,2020-08-26,27.4,25.1,600,32.6,1105,,1,1827,3.5,1748,8.3,16.5,110,2230,6.8,110,2235,2.1,1857,110,24.5,63,1106,85,30.8,999.5,1005.9,1,1000.1,2358,1002.9,13.1,4.9,1000,2.78,12.4,,,,,,8.3,6.9,31.5,23.7,,,,,,,,,,2.4,3.4,18.4,,
192,진주,2020-08-27,27.3,25.5,2334,30.8,1251,,2.5,234,6.1,233,14.6,11,110,14,5.3,110,30,1.4,1215,160,25.2,75,1252,88.8,32.1,1001.2,1007.7,2252,999.9,21,1004.6,13.1,3.3,1200,2.33,13.48,,,,,,8.8,8.4,29,24.7,,,,,,,,,,2.4,3.4,5.2,,
192,진주,2020-08-28,26.7,24.2,2231,30.6,1502,,.6,25,.7,14,.8,6.4,180,1641,2.6,160,1641,.5,470,180,24.8,76,1522,90.1,31.4,1004.9,1010.3,2325,1007,319,1008.3,13.1,4.1,1400,1.65,10.59,,,,,,7.9,5.5,28.8,24.5,,,,,,,,,,2.1,3,1,,
192,진주,2020-08-29,27.2,24,533,31.9,1453,,.6,735,.6,,.9,7,180,1559,2.6,110,1203,.8,648,90,24.7,66,1353,86.9,31.1,1006.7,1011.6,2358,1009,1514,1010.2,13,8.5,1200,3.14,20.03,,,,,,6.9,5.1,30.7,24.2,,,,,,,,,,3.5,4.9,,,
192,진주,2020-08-30,27.8,24.5,553,34.3,1439,,0,,0,,0,5,320,1803,2.5,250,1508,.9,771,290,24.5,58,1259,83.8,30.7,1007.8,1012.6,2357,1009.3,1547,1011.2,13,8.6,1200,3.21,22.61,,,,,,6.3,3.9,31.3,24.8,,,,,,,,,,4.1,5.9,2.2,,
192,진주,2020-08-31,26.6,23.6,2343,30.2,1107,,1,641,2.2,614,2.2,5.5,70,1436,3,70,1439,1.1,965,20,23.1,67,1111,81.9,28.3,1008.9,1013.3,714,1011.2,1632,1012.4,12.9,2.2,900,1.89,10.34,,,,,,6.3,5.6,28.3,23.2,,,,,,,,,,2.1,3.1,,,
192,진주,2020-09-01,26,22.2,619,30.5,1306,,0,,0,,0,5.4,50,1219,2.2,360,1225,.8,721,20,22.1,63,1309,79.6,26.7,1005.8,1012.8,11,1007.3,1609,1009.2,12.9,4.1,1200,2.58,13.67,,,,,,7.3,5.8,27.9,22.6,,,,,,,,,,2.3,3.3,10.3,,
192,진주,2020-09-02,25.2,23.8,756,27.1,1335,,6.5,744,13.6,2205,49.9,11.5,20,2046,4.8,20,2324,1.4,1186,20,23.6,83,1349,91,29.1,994,1007.9,1,978.1,2400,997.3,12.9,0,1100,1.06,3.75,,,,,,10,9,26.1,23.7,,,,,,,,,,1.8,2.6,90.1,,
192,진주,2020-09-03,25.8,18.4,2359,30.6,1451,,5.9,32,29,15,50.5,15.4,290,429,8.6,250,604,3.9,3401,250,18.6,47,1401,66.6,21.6,995.5,1011.6,2352,970.9,153,998.9,12.8,10.5,1200,3.33,22.83,,,,,,4.3,3.3,27.1,18.1,,,,,,,,,,4.6,6.6,,,
192,진주,2020-09-04,22.6,16.6,607,29.2,1459,,,,,,,6.4,110,1215,3.5,110,1135,.9,741,290,18.8,56,1439,81.3,21.7,1010,1014.8,2120,1011.4,49,1013.5,12.8,9.8,1200,3.2,21.67,,,,,,2.4,.3,26,16.7,,,,,,,,,,3.5,5,,,
192,진주,2020-09-05,19.9,17.8,2339,22.6,1303,,.7,2235,1.8,2232,7.3,4.7,140,1406,2.5,110,1040,.6,560,20,18.7,85,1311,92.9,21.6,1010.4,1015.9,932,1012.9,1400,1013.9,12.8,0,1200,.69,3.47,,,,,,9.9,7.4,23.1,19.2,,,,,,,,,,.7,1,8.1,,
192,진주,2020-09-06,20.3,17.8,23,22.7,1032,,1.8,2119,3.3,2054,7.9,10.3,320,2149,4.6,360,2338,1.6,1424,360,18.4,78,1011,89.1,21.2,1001.8,1013.3,1,994.9,2400,1005.3,12.7,0,1000,.9,4.26,,,,,,10,9.3,22.2,,,,,,,,,,,1.2,1.7,55.1,,
192,진주,2020-09-07,22.2,19.3,26,24.9,1358,,3.9,723,12.7,501,49.9,12.9,20,432,6.7,250,1344,3.3,2829,230,18.7,64,1938,81.1,21.5,988.1,1006.4,2356,975.9,805,991.5,12.7,1.8,1300,2.51,9.55,,,,,,7.3,6.5,22.6,19.2,,,,,,,,,,2.3,3.3,1.9,,
192,진주,2020-09-08,24.3,21.5,146,29.1,1425,,.5,1514,.5,1503,.5,8.2,230,348,3.8,250,1233,1.8,1524,250,20.4,62,1339,79.9,23.9,1008.2,1014.1,2122,1006.4,1,1011.7,12.7,8.5,1300,2.54,17.25,,,,,,4.5,1.1,25,19.1,,,,,,,,,,2.7,3.9,11.2,,
192,진주,2020-09-09,22.5,18.6,759,27.2,1315,,4.9,702,9.8,655,10.8,9.1,290,702,4.7,270,731,.9,762,160,19.8,57,1330,85.6,23.1,1007.6,1015.1,722,1008.8,1626,1011,12.6,6.8,1100,2.78,15.36,,,,,,6.1,4.1,23.9,19.2,,,,,,,,,,2.7,3.9,10.6,,
192,진주,2020-09-10,22.9,19.4,616,28.9,1453,,7.2,206,8.8,126,10.5,6.1,270,212,2.2,250,216,.6,544,290,19.4,48,1453,82.9,22.6,1006.1,1012.2,2355,1008.4,1524,1009.6,12.6,7.9,1400,2.66,18.58,,,,,,8.4,5.3,25.8,19.5,,,,,,,,,,3,4.3,.1,,
192,진주,2020-09-11,21.8,19.7,435,26.3,1359,,.3,2208,1.1,2244,3.3,4.4,50,1726,2.1,50,1331,.8,680,20,19.7,69,1401,88.5,22.9,1009.8,1015,947,1011.7,235,1013.3,12.6,.6,1300,1.69,6.82,,,,,,10,6.9,23.7,20.5,,,,,,,,,,1.5,2.1,5.6,,
192,진주,2020-09-12,21.2,18.7,616,24.5,1252,,.8,50,2.3,45,2.4,6.1,20,929,3.5,360,1101,1.3,1135,360,17.9,67,1258,82.4,20.5,1010.4,1015.8,2302,1012.6,1320,1013.9,12.5,1.6,1200,1.91,9.95,,,,,,6.6,6.3,23.3,18.7,,,,,,,,,,1.7,2.4,.4,,
192,진주,2020-09-13,20.5,18.4,236,23.8,1353,,.2,,.2,,.4,3.2,180,1253,1.7,200,1632,.5,434,320,18.1,71,1514,86.8,20.8,1012.1,1016.8,947,1014.5,1516,1015.6,12.5,1,1100,1.62,9.86,,,,,,8,7.5,23.5,18.6,,,,,,,,,,1.7,2.4,,,
192,진주,2020-09-14,22.1,18.8,616,27.7,1322,,,,,,,5.8,270,1421,2.6,230,1430,.6,530,200,18.7,48,1330,83,21.6,1010.9,1016.1,859,1012.2,1548,1014.4,12.4,6.8,1200,3.25,18.36,,,,,,6.6,4.8,24.6,19,,,,,,,,,,3.3,4.7,,,
192,진주,2020-09-15,22.8,18.2,605,28.3,1431,,,,,,,5.8,180,1717,2.1,180,1522,.6,552,110,18.7,53,1407,80,21.6,1009.8,1014.8,730,1011.9,1631,1013.3,12.4,9.8,1100,2.98,18.78,,,,,,7.3,5,25.7,18,,,,,,,,,,3,4.3,1.8,,
192,진주,2020-09-16,21.4,19.8,616,23.3,1618,,.5,453,1.5,417,1.8,2.6,90,1005,1.5,290,1053,.4,381,20,19.9,83,1417,91.6,23.2,1006.9,1012.9,1,1008.4,1755,1010.4,12.4,.1,1300,1.13,5.86,,,,,,8.6,8.3,23.8,20.7,,,,,,,,,,.9,1.3,.2,,
192,진주,2020-09-17,20.6,18.1,2105,23.7,1340,,.3,1544,.6,944,3.7,3.3,140,1524,1.7,180,1459,.3,289,180,19.3,69,1344,92.6,22.5,1007.4,1012.6,1003,1009.2,46,1010.9,12.3,.1,1100,1.1,5.42,,,,,,9.9,8.3,23,19.7,,,,,,,,,,1,1.5,4.6,,
